account_id,customer_id,account_type,currency,balance
ACC0000530,CUST002161,Escrow,AED,4847730.95
ACC0000531,CUST004521,Nostro,INR,3423414.25
ACC0000532,CUST004806,Escrow,AED,276625.41
ACC0000533,CUST004692,Escrow,GBP,410186.21
ACC0000534,CUST003842,Escrow,AED,834106.29
ACC0000535,CUST000294,Escrow,INR,4479523.18
ACC0000536,CUST002117,Savings,AED,733192.85
ACC0000537,CUST000267,Current,USD,2970574.9
ACC0000538,CUST008788,Current,EUR,3189501.5
ACC0000539,CUST009049,Savings,GBP,2109957.19
ACC0000540,CUST005137,Savings,INR,3048290.53
ACC0000541,CUST002446,Savings,USD,605154.88
ACC0000542,CUST008422,Current,EUR,3117339.43
ACC0000543,CUST003356,Nostro,AED,4096488.42
ACC0000544,CUST002860,Savings,USD,832510.8
ACC0000545,CUST002354,Savings,GBP,1295593.64
ACC0000546,CUST004390,Current,EUR,4248371.23
ACC0000547,CUST008451,Savings,AED,2625443.25
ACC0000548,CUST001335,Nostro,AED,2920745.6
ACC0000549,CUST009747,Nostro,AED,4688115.12
ACC0000550,CUST002733,Savings,USD,3428977.0
ACC0000551,CUST003139,Savings,USD,2510810.44
ACC0000552,CUST004934,Escrow,EUR,597747.79
ACC0000553,CUST009564,Escrow,INR,227463.58
ACC0000554,CUST001537,Escrow,USD,733961.11
ACC0000555,CUST001818,Savings,USD,2230741.47
ACC0000556,CUST005211,Savings,INR,3895823.9
ACC0000557,CUST005649,Nostro,GBP,1287147.55
ACC0000558,CUST002151,Savings,EUR,139921.35
ACC0000559,CUST000841,Nostro,AED,4540711.48
ACC0000560,CUST008068,Nostro,GBP,826916.73
ACC0000561,CUST002869,Nostro,AED,3414668.25
ACC0000562,CUST007413,Savings,INR,1092282.13
ACC0000563,CUST004147,Nostro,INR,2623530.78
ACC0000564,CUST007176,Nostro,USD,725716.04
ACC0000565,CUST000826,Current,EUR,3293887.87
ACC0000566,CUST009024,Savings,INR,3195478.04
ACC0000567,CUST007449,Escrow,USD,4774648.82
ACC0000568,CUST006256,Escrow,GBP,4771518.63
ACC0000569,CUST005829,Escrow,EUR,4774870.52
ACC0000570,CUST005197,Escrow,USD,1131813.86
ACC0000571,CUST005446,Savings,AED,1059753.21
ACC0000572,CUST009664,Current,USD,1233602.72
ACC0000573,CUST009702,Nostro,INR,1632946.23
ACC0000574,CUST009735,Nostro,EUR,1899388.65
ACC0000575,CUST001717,Savings,EUR,4695590.58
ACC0000576,CUST008594,Current,USD,3715805.31
ACC0000577,CUST000720,Escrow,AED,3160106.61
ACC0000578,CUST002536,Nostro,AED,180375.42
ACC0000579,CUST009412,Nostro,USD,799901.15
ACC0000580,CUST002177,Escrow,GBP,2133749.27
ACC0000581,CUST007371,Savings,EUR,756563.29
ACC0000582,CUST001293,Escrow,INR,318677.67
ACC0000583,CUST007311,Nostro,GBP,1665052.09
ACC0000584,CUST006414,Escrow,EUR,4362556.43
ACC0000585,CUST007863,Savings,GBP,559850.16
ACC0000586,CUST006859,Escrow,GBP,4332564.29
ACC0000587,CUST004267,Current,EUR,4746006.54
ACC0000588,CUST006531,Escrow,EUR,2597070.93
ACC0000589,CUST008442,Current,USD,91228.37
ACC0000590,CUST002715,Nostro,AED,4243793.8
ACC0000591,CUST003590,Current,INR,2800516.93
ACC0000592,CUST003676,Nostro,INR,4491572.92
ACC0000593,CUST007862,Current,GBP,3534436.48
ACC0000594,CUST000300,Savings,AED,3127112.32
ACC0000595,CUST000898,Savings,AED,4716004.85
ACC0000596,CUST000161,Savings,GBP,1347729.57
ACC0000597,CUST001728,Savings,EUR,3678416.17
ACC0000598,CUST001792,Savings,AED,1846055.65
ACC0000599,CUST000473,Nostro,AED,4496495.47
ACC0000600,CUST008937,Current,AED,2705808.45
ACC0000601,CUST005980,Escrow,USD,691065.96
ACC0000602,CUST002907,Savings,EUR,2626151.92
ACC0000603,CUST009674,Savings,AED,1176812.38
ACC0000604,CUST009422,Escrow,USD,4371181.12
ACC0000605,CUST001543,Current,EUR,893006.99
ACC0000606,CUST004530,Escrow,EUR,2809189.37
ACC0000607,CUST003220,Current,USD,2714443.65
ACC0000608,CUST006349,Current,AED,3772922.85
ACC0000609,CUST008935,Escrow,EUR,195811.91
ACC0000610,CUST006224,Escrow,GBP,1363192.32
ACC0000611,CUST004491,Current,INR,2728767.76
ACC0000612,CUST001342,Current,INR,1715570.19
ACC0000613,CUST002728,Escrow,USD,1614985.2
ACC0000614,CUST007527,Savings,INR,3682847.14
ACC0000615,CUST008260,Current,AED,2471897.01
ACC0000616,CUST005529,Nostro,USD,4271451.76
ACC0000617,CUST000271,Savings,USD,3203437.1
ACC0000618,CUST007789,Savings,EUR,3456634.18
ACC0000619,CUST006101,Savings,INR,3436386.25
ACC0000620,CUST002754,Escrow,USD,1207295.32
ACC0000621,CUST001976,Nostro,USD,1436283.82
ACC0000622,CUST006326,Escrow,USD,2710927.7
ACC0000623,CUST006848,Escrow,EUR,3785585.56
ACC0000624,CUST009548,Escrow,USD,2325886.65
ACC0000625,CUST007638,Current,AED,2544888.21
ACC0000626,CUST004508,Escrow,INR,1763014.69
ACC0000627,CUST004935,Escrow,GBP,3192265.03
ACC0000628,CUST007215,Nostro,INR,3068967.11
ACC0000629,CUST008819,Savings,GBP,3453491.01
ACC0000630,CUST008749,Escrow,AED,2520078.5
ACC0000631,CUST001538,Escrow,GBP,3783319.83
ACC0000632,CUST006563,Savings,AED,629573.48
ACC0000633,CUST001530,Escrow,EUR,3759523.35
ACC0000634,CUST006384,Current,GBP,1207545.1
ACC0000635,CUST009782,Current,AED,4549814.19
ACC0000636,CUST001400,Current,INR,160277.39
ACC0000637,CUST007716,Savings,INR,4959975.01
ACC0000638,CUST008494,Savings,EUR,1017201.31
ACC0000639,CUST004099,Current,AED,2700201.03
ACC0000640,CUST000781,Savings,USD,930256.44
ACC0000641,CUST000927,Current,AED,994730.33
ACC0000642,CUST002460,Savings,EUR,4864012.34
ACC0000643,CUST004231,Nostro,GBP,1325819.43
ACC0000644,CUST005735,Nostro,GBP,4560955.4
ACC0000645,CUST002627,Escrow,AED,4568273.48
ACC0000646,CUST009826,Savings,GBP,1413810.3
ACC0000647,CUST007176,Escrow,INR,2278288.72
ACC0000648,CUST000389,Escrow,EUR,2790493.67
ACC0000649,CUST007363,Nostro,USD,4336586.41
ACC0000650,CUST006160,Current,USD,2362185.94
ACC0000651,CUST009983,Savings,USD,2263493.16
ACC0000652,CUST001400,Savings,GBP,4883570.5
ACC0000653,CUST009914,Savings,INR,2723254.14
ACC0000654,CUST008484,Escrow,AED,145892.95
ACC0000655,CUST001147,Savings,AED,4913823.4
ACC0000656,CUST002887,Current,USD,4491460.31
ACC0000657,CUST003560,Nostro,AED,558700.81
ACC0000658,CUST007117,Escrow,INR,168495.7
ACC0000659,CUST006370,Savings,USD,3547056.58
ACC0000660,CUST001674,Savings,USD,1584947.24
ACC0000661,CUST002139,Nostro,GBP,1149477.76
ACC0000662,CUST003003,Savings,AED,1271079.66
ACC0000663,CUST001628,Savings,GBP,4428798.41
ACC0000664,CUST002174,Current,INR,1327249.86
ACC0000665,CUST003051,Current,AED,4901296.2
ACC0000666,CUST008862,Savings,AED,3809719.2
ACC0000667,CUST001929,Savings,GBP,2407622.88
ACC0000668,CUST006510,Escrow,EUR,4558518.34
ACC0000669,CUST007643,Savings,INR,964140.92
ACC0000670,CUST001598,Escrow,USD,2983900.13
ACC0000671,CUST004367,Current,AED,3047198.57
ACC0000672,CUST007792,Nostro,INR,1065989.28
ACC0000673,CUST006814,Nostro,AED,562106.16
ACC0000674,CUST001667,Escrow,EUR,2817025.22
ACC0000675,CUST001633,Nostro,GBP,341888.4
ACC0000676,CUST002513,Current,AED,3608812.27
ACC0000677,CUST004454,Escrow,GBP,1249066.28
ACC0000678,CUST008403,Nostro,INR,4533068.17
ACC0000679,CUST004299,Current,GBP,4680670.0
ACC0000680,CUST008841,Nostro,GBP,3169309.55
ACC0000681,CUST009535,Savings,GBP,273008.61
ACC0000682,CUST001626,Current,EUR,1818209.21
ACC0000683,CUST002861,Escrow,AED,3086169.41
ACC0000684,CUST002697,Savings,GBP,2363246.29
ACC0000685,CUST005258,Current,USD,4546212.35
ACC0000686,CUST005511,Savings,INR,3310615.44
ACC0000687,CUST003026,Escrow,USD,1864406.84
ACC0000688,CUST004677,Nostro,GBP,3126169.54
ACC0000689,CUST004052,Current,EUR,2883064.21
ACC0000690,CUST008944,Savings,GBP,1257201.09
ACC0000691,CUST007012,Escrow,EUR,742979.04
ACC0000692,CUST006147,Escrow,EUR,2601047.7
ACC0000693,CUST009233,Current,EUR,1597045.61
ACC0000694,CUST001319,Escrow,USD,2717595.6
ACC0000695,CUST006565,Escrow,USD,2022001.73
ACC0000696,CUST007911,Nostro,INR,3044611.37
ACC0000697,CUST009476,Current,EUR,1043520.13
ACC0000698,CUST002232,Savings,AED,4814245.64
ACC0000699,CUST001825,Escrow,EUR,1371475.34
ACC0000700,CUST000247,Savings,EUR,345058.03
ACC0000701,CUST005831,Nostro,GBP,127380.67
ACC0000702,CUST002987,Current,AED,1810652.6
ACC0000703,CUST005454,Current,GBP,3737415.04
ACC0000704,CUST004601,Nostro,INR,4904485.42
ACC0000705,CUST004445,Savings,USD,2688946.04
ACC0000706,CUST005375,Escrow,INR,3545538.74
ACC0000707,CUST002210,Savings,GBP,4513277.36
ACC0000708,CUST001344,Escrow,GBP,4390795.13
ACC0000709,CUST008374,Escrow,USD,2077909.98
ACC0000710,CUST003976,Current,GBP,2694656.75
ACC0000711,CUST006418,Current,EUR,30357.89
ACC0000712,CUST004307,Savings,GBP,3353000.44
ACC0000713,CUST001719,Escrow,GBP,3031356.38
ACC0000714,CUST001318,Escrow,USD,2110738.92
ACC0000715,CUST001073,Current,AED,3366865.63
ACC0000716,CUST004306,Nostro,EUR,1005308.67
ACC0000717,CUST001252,Nostro,EUR,3411013.76
ACC0000718,CUST006506,Current,USD,2109465.5
ACC0000719,CUST000822,Escrow,GBP,4984972.35
ACC0000720,CUST008285,Nostro,USD,4438616.73
ACC0000721,CUST009674,Escrow,AED,4665708.58
ACC0000722,CUST001333,Escrow,EUR,2575081.05
ACC0000723,CUST000707,Escrow,GBP,390709.2
ACC0000724,CUST009411,Escrow,GBP,3219821.69
ACC0000725,CUST007779,Savings,USD,417940.3
ACC0000726,CUST007416,Nostro,GBP,1590576.23
ACC0000727,CUST004673,Escrow,EUR,117228.51
ACC0000728,CUST000650,Nostro,GBP,2760800.5
ACC0000729,CUST008316,Savings,GBP,2701703.49
ACC0000730,CUST006116,Escrow,GBP,3764063.75
ACC0000731,CUST003796,Savings,EUR,3530281.82
ACC0000732,CUST005050,Current,INR,3630252.48
ACC0000733,CUST005272,Escrow,GBP,752103.68
ACC0000734,CUST007438,Current,INR,4652011.72
ACC0000735,CUST005641,Escrow,USD,1949016.27
ACC0000736,CUST009249,Current,AED,284659.7
ACC0000737,CUST006021,Savings,EUR,4935453.91
ACC0000738,CUST009632,Savings,INR,225914.98
ACC0000739,CUST005337,Nostro,EUR,1191183.48
ACC0000740,CUST001671,Escrow,GBP,4661498.39
ACC0000741,CUST006703,Current,EUR,4877264.62
ACC0000742,CUST006584,Nostro,AED,3895397.69
ACC0000743,CUST002633,Savings,EUR,1673988.01
ACC0000744,CUST008827,Savings,AED,2603810.51
ACC0000745,CUST003685,Savings,INR,1317471.29
ACC0000746,CUST004080,Savings,GBP,4254773.29
ACC0000747,CUST008376,Nostro,AED,3429090.03
ACC0000748,CUST008220,Savings,INR,4704154.33
ACC0000749,CUST006453,Escrow,EUR,1609696.33
ACC0000750,CUST004239,Escrow,AED,2242570.69
ACC0000751,CUST001437,Current,AED,106839.36
ACC0000752,CUST002485,Current,INR,196731.84
ACC0000753,CUST003363,Savings,EUR,1996234.04
ACC0000754,CUST001476,Escrow,AED,65888.19
ACC0000755,CUST008380,Escrow,GBP,1542549.19
ACC0000756,CUST009509,Current,EUR,4864407.78
ACC0000757,CUST002354,Escrow,EUR,3890905.34
ACC0000758,CUST005664,Current,USD,4318102.91
ACC0000759,CUST009977,Nostro,USD,1772670.01
ACC0000760,CUST001394,Savings,USD,4065016.39
ACC0000761,CUST009403,Current,GBP,4783193.59
ACC0000762,CUST006037,Savings,EUR,1638820.23
ACC0000763,CUST009593,Savings,EUR,365619.83
ACC0000764,CUST009705,Escrow,EUR,3726680.98
ACC0000765,CUST001905,Escrow,USD,1443502.12
ACC0000766,CUST009930,Savings,USD,2652837.31
ACC0000767,CUST001793,Current,EUR,4413603.36
ACC0000768,CUST000729,Current,EUR,2305101.74
ACC0000769,CUST004812,Nostro,EUR,99134.02
ACC0000770,CUST003622,Nostro,AED,4550896.33
ACC0000771,CUST004348,Current,EUR,3716955.25
ACC0000772,CUST000157,Escrow,AED,3795351.23
ACC0000773,CUST003313,Current,USD,4802211.08
ACC0000774,CUST003648,Current,GBP,4268914.36
ACC0000775,CUST003708,Nostro,AED,2493572.17
ACC0000776,CUST002836,Current,EUR,1433953.18
ACC0000777,CUST000489,Savings,EUR,1742506.67
ACC0000778,CUST004886,Current,EUR,1401344.82
ACC0000779,CUST006691,Escrow,AED,3426660.13
ACC0000780,CUST009171,Savings,USD,3047903.34
ACC0000781,CUST007437,Savings,USD,2226539.15
ACC0000782,CUST006441,Current,USD,4061198.42
ACC0000783,CUST004750,Escrow,USD,4435611.01
ACC0000784,CUST006003,Nostro,INR,340593.27
ACC0000785,CUST001088,Current,GBP,4622078.85
ACC0000786,CUST009701,Nostro,USD,1608227.78
ACC0000787,CUST005520,Nostro,USD,4718827.9
ACC0000788,CUST001376,Escrow,GBP,1358248.27
ACC0000789,CUST007996,Current,GBP,3958121.61
ACC0000790,CUST004751,Nostro,GBP,3390029.96
ACC0000791,CUST009625,Current,GBP,1565580.01
ACC0000792,CUST001153,Current,USD,188357.24
ACC0000793,CUST003356,Escrow,INR,3158092.36
ACC0000794,CUST001194,Savings,EUR,111352.69
ACC0000795,CUST004720,Savings,INR,706381.79
ACC0000796,CUST001628,Current,INR,1431862.99
ACC0000797,CUST008870,Escrow,AED,2357901.95
ACC0000798,CUST002364,Current,INR,4489514.77
ACC0000799,CUST008623,Nostro,AED,2158344.43
ACC0000800,CUST004909,Savings,GBP,3388711.39
ACC0000801,CUST005426,Escrow,AED,1919144.68
ACC0000802,CUST002330,Savings,USD,3086845.25
ACC0000803,CUST005280,Nostro,GBP,4032081.13
ACC0000804,CUST007537,Current,INR,1736282.85
ACC0000805,CUST006272,Escrow,USD,3002987.95
ACC0000806,CUST002353,Savings,EUR,3770421.24
ACC0000807,CUST000540,Escrow,INR,4166117.24
ACC0000808,CUST004116,Escrow,USD,3574808.96
ACC0000809,CUST005480,Savings,AED,3163735.96
ACC0000810,CUST009434,Nostro,INR,2310860.57
ACC0000811,CUST005970,Savings,INR,1521176.02
ACC0000812,CUST007916,Current,INR,1531190.39
ACC0000813,CUST003202,Current,EUR,1953986.27
ACC0000814,CUST007572,Savings,USD,1810036.9
ACC0000815,CUST003495,Savings,EUR,4213038.88
ACC0000816,CUST005030,Savings,AED,1171530.12
ACC0000817,CUST006467,Savings,USD,1686835.65
ACC0000818,CUST006974,Savings,GBP,2647704.83
ACC0000819,CUST007463,Savings,USD,4476952.37
ACC0000820,CUST003800,Current,INR,1300718.23
ACC0000821,CUST006732,Nostro,EUR,2413988.89
ACC0000822,CUST000490,Savings,AED,281455.12
ACC0000823,CUST009867,Nostro,GBP,4495943.12
ACC0000824,CUST001395,Nostro,USD,308958.33
ACC0000825,CUST009582,Escrow,INR,4223980.51
ACC0000826,CUST001982,Current,GBP,3778207.57
ACC0000827,CUST003546,Savings,INR,1818158.02
ACC0000828,CUST000709,Current,AED,2937490.31
ACC0000829,CUST003956,Nostro,INR,3318211.9
ACC0000830,CUST006700,Current,INR,3645446.11
ACC0000831,CUST007877,Escrow,AED,1459001.86
ACC0000832,CUST008630,Escrow,GBP,1637113.49
ACC0000833,CUST004968,Savings,USD,1758042.52
ACC0000834,CUST007609,Escrow,EUR,2613091.18
ACC0000835,CUST007661,Nostro,GBP,3465773.25
ACC0000836,CUST004805,Nostro,USD,2906791.29
ACC0000837,CUST008098,Escrow,GBP,115770.19
ACC0000838,CUST009880,Savings,USD,4018709.24
ACC0000839,CUST002138,Escrow,EUR,1561020.65
ACC0000840,CUST004577,Savings,USD,3815281.52
ACC0000841,CUST002836,Current,EUR,1927200.01
ACC0000842,CUST005822,Savings,USD,2546250.98
ACC0000843,CUST001677,Nostro,AED,2737766.16
ACC0000844,CUST001241,Nostro,USD,3733710.29
ACC0000845,CUST003644,Nostro,EUR,4405978.03
ACC0000846,CUST007364,Savings,INR,884497.31
ACC0000847,CUST000832,Nostro,AED,1227298.15
ACC0000848,CUST006280,Savings,EUR,733176.42
ACC0000849,CUST003753,Current,EUR,1690009.97
ACC0000850,CUST005755,Savings,USD,3656761.78
ACC0000851,CUST003279,Nostro,EUR,4913904.24
ACC0000852,CUST007074,Savings,INR,4366455.1
ACC0000853,CUST007118,Nostro,AED,1780511.16
ACC0000854,CUST002341,Escrow,EUR,4956369.12
ACC0000855,CUST004916,Escrow,AED,2934099.66
ACC0000856,CUST001112,Nostro,AED,2850132.81
ACC0000857,CUST003590,Current,USD,3562409.31
ACC0000858,CUST008360,Nostro,AED,4654701.43
ACC0000859,CUST004397,Nostro,USD,4722147.16
ACC0000860,CUST008586,Savings,EUR,2660889.55
ACC0000861,CUST006715,Current,AED,105958.36
ACC0000862,CUST005133,Current,GBP,1979443.66
ACC0000863,CUST001625,Nostro,GBP,1819383.56
ACC0000864,CUST001588,Current,EUR,4654228.19
ACC0000865,CUST009752,Current,AED,2606197.52
ACC0000866,CUST009926,Escrow,INR,432427.36
ACC0000867,CUST009090,Current,INR,2440246.16
ACC0000868,CUST008238,Escrow,USD,2963635.9
ACC0000869,CUST000129,Current,USD,4411109.66
ACC0000870,CUST008307,Savings,INR,1780937.97
ACC0000871,CUST006652,Savings,GBP,930994.56
ACC0000872,CUST006396,Current,GBP,3195190.58
ACC0000873,CUST001134,Current,EUR,3125127.3
ACC0000874,CUST007889,Escrow,AED,53013.9
ACC0000875,CUST004353,Savings,GBP,3819257.92
ACC0000876,CUST006644,Savings,INR,3023381.62
ACC0000877,CUST004873,Escrow,INR,2910066.34
ACC0000878,CUST000021,Savings,USD,865980.3
ACC0000879,CUST001727,Current,EUR,3908498.94
ACC0000880,CUST002065,Nostro,EUR,1827574.35
ACC0000881,CUST002296,Current,USD,1200846.33
ACC0000882,CUST000586,Savings,GBP,2543820.13
ACC0000883,CUST009236,Current,GBP,2048858.12
ACC0000884,CUST004117,Savings,INR,2214571.94
ACC0000885,CUST001289,Current,GBP,4202240.54
ACC0000886,CUST006474,Savings,INR,3952367.77
ACC0000887,CUST008602,Escrow,EUR,4357799.63
ACC0000888,CUST001092,Escrow,AED,4697927.42
ACC0000889,CUST003429,Nostro,INR,3413055.97
ACC0000890,CUST004931,Nostro,GBP,3097183.28
ACC0000891,CUST001790,Current,USD,4862243.9
ACC0000892,CUST002436,Nostro,GBP,4510449.98
ACC0000893,CUST000059,Escrow,USD,1279922.49
ACC0000894,CUST001693,Savings,GBP,3256618.42
ACC0000895,CUST000351,Nostro,GBP,3462571.96
ACC0000896,CUST007366,Escrow,GBP,3756184.39
ACC0000897,CUST007911,Current,AED,4180644.99
ACC0000898,CUST006302,Savings,AED,1350460.16
ACC0000899,CUST006702,Current,USD,441204.23
ACC0000900,CUST005457,Savings,AED,1407626.0
ACC0000901,CUST000137,Escrow,USD,3905328.36
ACC0000902,CUST007220,Nostro,GBP,3332353.31
ACC0000903,CUST008488,Nostro,GBP,2678687.32
ACC0000904,CUST000888,Savings,USD,808497.89
ACC0000905,CUST007922,Escrow,INR,648575.91
ACC0000906,CUST009077,Current,EUR,3787832.88
ACC0000907,CUST007945,Savings,GBP,884607.87
ACC0000908,CUST009677,Savings,GBP,1272547.27
ACC0000909,CUST004441,Nostro,INR,3560955.12
ACC0000910,CUST009647,Current,EUR,2200546.08
ACC0000911,CUST004869,Savings,INR,3662969.07
ACC0000912,CUST000128,Savings,INR,2079711.6
ACC0000913,CUST004534,Nostro,USD,4171687.98
ACC0000914,CUST008028,Current,INR,3414618.78
ACC0000915,CUST008501,Nostro,USD,1658750.75
ACC0000916,CUST005667,Nostro,USD,4056379.29
ACC0000917,CUST007540,Savings,GBP,1054159.39
ACC0000918,CUST004229,Escrow,USD,4888185.28
ACC0000919,CUST008546,Escrow,AED,3093618.19
ACC0000920,CUST008351,Savings,USD,806996.25
ACC0000921,CUST005448,Savings,GBP,131813.68
ACC0000922,CUST002982,Escrow,EUR,1308157.55
ACC0000923,CUST006481,Current,USD,1150662.14
ACC0000924,CUST004175,Escrow,INR,1099021.31
ACC0000925,CUST007813,Current,GBP,2639525.19
ACC0000926,CUST008096,Escrow,GBP,702351.58
ACC0000927,CUST002989,Current,USD,4894420.92
ACC0000928,CUST000740,Current,GBP,61544.94
ACC0000929,CUST002463,Savings,GBP,664735.83
ACC0000930,CUST000774,Savings,USD,3389638.55
ACC0000931,CUST008930,Escrow,USD,2765320.78
ACC0000932,CUST006111,Savings,GBP,4178271.45
ACC0000933,CUST000891,Savings,INR,1569704.92
ACC0000934,CUST006740,Savings,AED,991732.18
ACC0000935,CUST006187,Escrow,AED,1399473.16
ACC0000936,CUST003093,Escrow,GBP,2539012.14
ACC0000937,CUST004984,Current,AED,2885222.95
ACC0000938,CUST008881,Nostro,INR,4198182.59
ACC0000939,CUST005073,Nostro,GBP,3628892.87
ACC0000940,CUST004058,Savings,AED,1949679.27
ACC0000941,CUST008149,Savings,EUR,4267372.35
ACC0000942,CUST009528,Nostro,USD,2708350.81
ACC0000943,CUST001454,Escrow,INR,1988108.52
ACC0000944,CUST006862,Escrow,USD,1219677.39
ACC0000945,CUST004906,Savings,AED,4052405.17
ACC0000946,CUST009884,Current,INR,1696173.58
ACC0000947,CUST001842,Escrow,AED,861589.55
ACC0000948,CUST009923,Escrow,EUR,28955.31
ACC0000949,CUST005837,Nostro,AED,569525.67
ACC0000950,CUST004271,Current,EUR,1856542.48
ACC0000951,CUST004429,Escrow,EUR,1767156.39
ACC0000952,CUST002974,Escrow,EUR,3421536.32
ACC0000953,CUST004482,Current,EUR,1782650.13
ACC0000954,CUST003697,Nostro,INR,1001923.34
ACC0000955,CUST004068,Nostro,GBP,2066441.46
ACC0000956,CUST009262,Savings,USD,1510239.96
ACC0000957,CUST009841,Nostro,EUR,4229106.75
ACC0000958,CUST001780,Nostro,AED,768059.47
ACC0000959,CUST003501,Current,AED,4112317.45
ACC0000960,CUST004905,Escrow,EUR,182209.85
ACC0000961,CUST009300,Escrow,EUR,2041726.81
ACC0000962,CUST005965,Escrow,INR,839280.38
ACC0000963,CUST009250,Savings,USD,3868637.8
ACC0000964,CUST004892,Nostro,INR,1561639.31
ACC0000965,CUST007959,Escrow,AED,3660043.37
ACC0000966,CUST003354,Savings,GBP,3361390.58
ACC0000967,CUST001654,Nostro,AED,1119017.34
ACC0000968,CUST007757,Savings,GBP,3196052.52
ACC0000969,CUST002615,Current,AED,4671919.16
ACC0000970,CUST001377,Current,EUR,3442165.4
ACC0000971,CUST008433,Escrow,EUR,3449289.03
ACC0000972,CUST004319,Escrow,AED,4934482.59
ACC0000973,CUST008614,Escrow,USD,656211.09
ACC0000974,CUST007496,Current,AED,433756.69
ACC0000975,CUST001592,Escrow,AED,1266658.79
ACC0000976,CUST001879,Savings,EUR,3764678.02
ACC0000977,CUST008161,Current,AED,3574873.23
ACC0000978,CUST007651,Current,INR,1714498.65
ACC0000979,CUST009364,Escrow,GBP,4761816.46
ACC0000980,CUST000344,Nostro,GBP,386686.31
ACC0000981,CUST001059,Nostro,AED,2671267.7
ACC0000982,CUST005217,Current,INR,4575736.58
ACC0000983,CUST004730,Savings,EUR,399945.52
ACC0000984,CUST002147,Savings,EUR,1551823.69
ACC0000985,CUST004861,Nostro,INR,4927157.45
ACC0000986,CUST002727,Nostro,AED,2828771.53
ACC0000987,CUST003583,Escrow,INR,2798162.04
ACC0000988,CUST000811,Savings,GBP,2264721.65
ACC0000989,CUST004524,Savings,INR,2783047.01
ACC0000990,CUST001911,Current,INR,1557286.23
ACC0000991,CUST009542,Savings,GBP,2010389.19
ACC0000992,CUST001975,Savings,AED,3133647.43
ACC0000993,CUST004253,Escrow,USD,2002040.0
ACC0000994,CUST003736,Current,GBP,263407.66
ACC0000995,CUST001169,Current,AED,2174365.27
ACC0000996,CUST007248,Current,GBP,4642167.25
ACC0000997,CUST002119,Nostro,EUR,2994057.06
ACC0000998,CUST003489,Nostro,GBP,3353927.36
ACC0000999,CUST006347,Nostro,USD,3728158.74
ACC0001000,CUST008655,Savings,USD,4261383.95
ACC0001001,CUST009315,Nostro,AED,2513888.04
ACC0001002,CUST007951,Escrow,AED,3314318.56
ACC0001003,CUST008811,Escrow,GBP,4830190.56
ACC0001004,CUST008494,Nostro,INR,4953482.23
ACC0001005,CUST001319,Savings,USD,1408944.21
ACC0001006,CUST006220,Current,GBP,3011479.65
ACC0001007,CUST003347,Escrow,INR,3530408.28
ACC0001008,CUST002396,Escrow,USD,1129402.46
ACC0001009,CUST002282,Escrow,GBP,3560294.14
ACC0001010,CUST003437,Escrow,INR,554871.4
ACC0001011,CUST008492,Escrow,INR,3537246.26
ACC0001012,CUST007689,Current,EUR,808915.28
ACC0001013,CUST008306,Nostro,EUR,3664187.77
ACC0001014,CUST004954,Escrow,INR,3692414.1
ACC0001015,CUST000864,Escrow,GBP,2059589.44
ACC0001016,CUST004374,Escrow,AED,3049595.82
ACC0001017,CUST008429,Savings,AED,4350986.19
ACC0001018,CUST005775,Escrow,INR,612349.53
ACC0001019,CUST006926,Nostro,AED,4590017.89
ACC0001020,CUST006778,Escrow,EUR,2633816.67
ACC0001021,CUST005455,Savings,USD,1534906.85
ACC0001022,CUST007382,Nostro,USD,3065982.81
ACC0001023,CUST000676,Savings,EUR,4660787.98
ACC0001024,CUST009350,Savings,USD,1890673.31
ACC0001025,CUST000354,Savings,AED,4627310.39
ACC0001026,CUST006506,Current,GBP,3607092.16
ACC0001027,CUST004676,Savings,USD,4325166.91
ACC0001028,CUST008767,Savings,EUR,3682643.03
ACC0001029,CUST000141,Savings,EUR,398253.85
ACC0001030,CUST001193,Escrow,GBP,2690996.52
ACC0001031,CUST008922,Current,EUR,1424852.98
ACC0001032,CUST006607,Current,USD,197031.22
ACC0001033,CUST006780,Nostro,GBP,1633214.61
ACC0001034,CUST005203,Escrow,EUR,1105805.83
ACC0001035,CUST006316,Savings,EUR,975543.53
ACC0001036,CUST009043,Current,USD,4582230.98
ACC0001037,CUST002343,Savings,USD,1054413.37
ACC0001038,CUST000953,Nostro,USD,484646.3
ACC0001039,CUST003784,Escrow,AED,3747935.01
ACC0001040,CUST009351,Savings,INR,1511551.28
ACC0001041,CUST008801,Escrow,AED,4690749.49
ACC0001042,CUST003522,Escrow,INR,4577286.82
ACC0001043,CUST001516,Savings,USD,1004820.16
ACC0001044,CUST007330,Savings,EUR,3149195.54
ACC0001045,CUST005686,Current,INR,894049.69
ACC0001046,CUST002128,Savings,AED,774271.58
ACC0001047,CUST000395,Current,USD,1046043.46
ACC0001048,CUST000238,Nostro,GBP,4417039.99
ACC0001049,CUST004377,Current,AED,4444620.17
ACC0001050,CUST000809,Escrow,GBP,3009830.77
ACC0001051,CUST001283,Current,USD,3020115.14
ACC0001052,CUST008824,Savings,USD,4365385.24
ACC0001053,CUST006742,Escrow,GBP,3116225.17
ACC0001054,CUST008947,Savings,EUR,2805050.27
ACC0001055,CUST001435,Savings,AED,69926.5
ACC0001056,CUST000316,Savings,USD,2810633.25
